price,quantity,order_type,timestamp,value
0.909,106.0,ASK,2025-04-23 23:19:25.118841,96.354
0.9091,33.0,ASK,2025-04-23 23:19:25.118841,30.0003
0.9093,15.0,ASK,2025-04-23 23:19:25.118841,13.6395
0.9095,13.0,ASK,2025-04-23 23:19:25.118841,11.8235
0.9097,50.0,ASK,2025-04-23 23:19:25.118841,45.485
0.9098,20.0,ASK,2025-04-23 23:19:25.118841,18.196
0.9099,15.0,ASK,2025-04-23 23:19:25.118841,13.6485
0.91,5035.0,ASK,2025-04-23 23:19:25.118841,4581.85
0.9101,6.0,ASK,2025-04-23 23:19:25.118841,5.4606
0.9103,16.0,ASK,2025-04-23 23:19:25.118841,14.5648
0.9104,30.0,ASK,2025-04-23 23:19:25.118841,27.312
0.9106,25.0,ASK,2025-04-23 23:19:25.118841,22.765
0.9108,3533.0,ASK,2025-04-23 23:19:25.118841,3217.8564
0.911,39.0,ASK,2025-04-23 23:19:25.118841,35.529
0.9111,2438.0,ASK,2025-04-23 23:19:25.118841,2221.2618
0.9112,8779.0,ASK,2025-04-23 23:19:25.118841,7999.4248
0.9117,14.0,ASK,2025-04-23 23:19:25.118841,12.7638
0.9118,191.0,ASK,2025-04-23 23:19:25.118841,174.15380000000002
0.9119,81.0,ASK,2025-04-23 23:19:25.118841,73.8639
0.912,34.0,ASK,2025-04-23 23:19:25.118841,31.008000000000003
0.9121,13.0,ASK,2025-04-23 23:19:25.118841,11.8573
0.9122,18.0,ASK,2025-04-23 23:19:25.118841,16.4196
0.9123,6.0,ASK,2025-04-23 23:19:25.118841,5.4738
0.9124,34.0,ASK,2025-04-23 23:19:25.118841,31.0216
0.9126,10.0,ASK,2025-04-23 23:19:25.118841,9.126
0.9127,3100.0,ASK,2025-04-23 23:19:25.118841,2829.37
0.9128,14.0,ASK,2025-04-23 23:19:25.118841,12.7792
0.9129,1152.0,ASK,2025-04-23 23:19:25.118841,1051.6608
0.913,124.0,ASK,2025-04-23 23:19:25.118841,113.212
0.9131,6.0,ASK,2025-04-23 23:19:25.118841,5.4786
0.9133,25.0,ASK,2025-04-23 23:19:25.118841,22.8325
0.9134,1569.0,ASK,2025-04-23 23:19:25.118841,1433.1245999999999
0.9135,984.0,ASK,2025-04-23 23:19:25.118841,898.884
0.9136,55.0,ASK,2025-04-23 23:19:25.118841,50.248
0.914,1189.0,ASK,2025-04-23 23:19:25.118841,1086.746
0.9141,2386.0,ASK,2025-04-23 23:19:25.118841,2181.0426
0.9143,6.0,ASK,2025-04-23 23:19:25.118841,5.4858
0.9146,11.0,ASK,2025-04-23 23:19:25.118841,10.060599999999999
0.9148,63.0,ASK,2025-04-23 23:19:25.118841,57.6324
0.915,238.0,ASK,2025-04-23 23:19:25.118841,217.77
0.9153,51.0,ASK,2025-04-23 23:19:25.118841,46.6803
0.9155,22.0,ASK,2025-04-23 23:19:25.118841,20.141
0.9156,6163.0,ASK,2025-04-23 23:19:25.118841,5642.842799999999
0.9158,98.0,ASK,2025-04-23 23:19:25.118841,89.74839999999999
0.916,7.0,ASK,2025-04-23 23:19:25.118841,6.412
0.9162,10.0,ASK,2025-04-23 23:19:25.118841,9.162
0.9165,6.0,ASK,2025-04-23 23:19:25.118841,5.499
0.9166,64.0,ASK,2025-04-23 23:19:25.118841,58.6624
0.9167,42.0,ASK,2025-04-23 23:19:25.118841,38.5014
0.9168,12.0,ASK,2025-04-23 23:19:25.118841,11.0016
0.9169,13.0,ASK,2025-04-23 23:19:25.118841,11.9197
0.917,2422.0,ASK,2025-04-23 23:19:25.118841,2220.974
0.9171,7.0,ASK,2025-04-23 23:19:25.118841,6.419700000000001
0.9173,14.0,ASK,2025-04-23 23:19:25.118841,12.8422
0.9174,2398.0,ASK,2025-04-23 23:19:25.118841,2199.9252
0.9175,6.0,ASK,2025-04-23 23:19:25.118841,5.505
0.9176,18.0,ASK,2025-04-23 23:19:25.118841,16.5168
0.9177,58.0,ASK,2025-04-23 23:19:25.118841,53.2266
0.9178,3460.0,ASK,2025-04-23 23:19:25.118841,3175.5879999999997
