price,quantity,order_type,timestamp,value
0.8642,342.0,BID,2025-04-23 23:19:25.118841,295.5564
0.8641,393.0,BID,2025-04-23 23:19:25.118841,339.5913
0.864,1357.0,BID,2025-04-23 23:19:25.118841,1172.448
0.8639,4736.0,BID,2025-04-23 23:19:25.118841,4091.4304
0.8638,6424.0,BID,2025-04-23 23:19:25.118841,5549.0512
0.8637,8539.0,BID,2025-04-23 23:19:25.118841,7375.134300000001
0.8636,9194.0,BID,2025-04-23 23:19:25.118841,7939.9384
0.8635,14988.0,BID,2025-04-23 23:19:25.118841,12942.138
0.8634,6597.0,BID,2025-04-23 23:19:25.118841,5695.8498
0.8633,7559.0,BID,2025-04-23 23:19:25.118841,6525.6847
0.8632,8241.0,BID,2025-04-23 23:19:25.118841,7113.6312
0.8631,8105.0,BID,2025-04-23 23:19:25.118841,6995.425499999999
0.863,6474.0,BID,2025-04-23 23:19:25.118841,5587.062
0.8629,5785.0,BID,2025-04-23 23:19:25.118841,4991.8765
0.8628,8317.0,BID,2025-04-23 23:19:25.118841,7175.9076000000005
0.8627,10983.0,BID,2025-04-23 23:19:25.118841,9475.0341
0.8626,7630.0,BID,2025-04-23 23:19:25.118841,6581.638
0.8625,8289.0,BID,2025-04-23 23:19:25.118841,7149.262500000001
0.8624,12991.0,BID,2025-04-23 23:19:25.118841,11203.438400000001
0.8623,12026.0,BID,2025-04-23 23:19:25.118841,10370.0198
0.8622,16542.0,BID,2025-04-23 23:19:25.118841,14262.5124
0.8621,7679.0,BID,2025-04-23 23:19:25.118841,6620.0659
0.862,8983.0,BID,2025-04-23 23:19:25.118841,7743.346
0.8619,10359.0,BID,2025-04-23 23:19:25.118841,8928.4221
0.8618,8292.0,BID,2025-04-23 23:19:25.118841,7146.0456
0.8617,7357.0,BID,2025-04-23 23:19:25.118841,6339.5269
0.8616,19400.0,BID,2025-04-23 23:19:25.118841,16715.04
0.8615,28344.0,BID,2025-04-23 23:19:25.118841,24418.356
0.8614,21431.0,BID,2025-04-23 23:19:25.118841,18460.6634
0.8613,18894.0,BID,2025-04-23 23:19:25.118841,16273.402199999999
0.8612,25245.0,BID,2025-04-23 23:19:25.118841,21740.994
0.8611,38222.0,BID,2025-04-23 23:19:25.118841,32912.9642
0.861,7643.0,BID,2025-04-23 23:19:25.118841,6580.623
0.8609,2488.0,BID,2025-04-23 23:19:25.118841,2141.9192
0.8608,7338.0,BID,2025-04-23 23:19:25.118841,6316.5504
0.8607,10745.0,BID,2025-04-23 23:19:25.118841,9248.2215
0.8606,7614.0,BID,2025-04-23 23:19:25.118841,6552.6084
0.8605,4765.0,BID,2025-04-23 23:19:25.118841,4100.2825
0.8604,6470.0,BID,2025-04-23 23:19:25.118841,5566.7880000000005
0.8603,10029.0,BID,2025-04-23 23:19:25.118841,8627.948699999999
0.8602,14508.0,BID,2025-04-23 23:19:25.118841,12479.7816
0.8601,9767.0,BID,2025-04-23 23:19:25.118841,8400.5967
0.86,6573.0,BID,2025-04-23 23:19:25.118841,5652.78
