timestamp,best_bid,best_ask,mid_price,spread,imbalance
2025-04-23 23:11:59,0.8641,0.8642,0.86415,9.999999999998899e-05,-0.02477656719886752
2025-04-23 23:12:05,0.8632,0.8633,0.86325,9.999999999998899e-05,0.08606017889903503
2025-04-23 23:12:11,0.8626,0.8627,0.86265,9.999999999998899e-05,0.04961967066742217
