epoch,step,test_loss,test_mae,train_loss,val_loss
6,6199,,,1.281526579077763e-06,
6,6249,,,1.1177490932823275e-06,
6,6299,,,1.8482004406905617e-06,
6,6349,,,2.4309574353509333e-09,
6,6399,,,1.6628263210805017e-07,
6,6449,,,1.5963732948875986e-06,
6,6499,,,3.892044787789928e-06,
6,6549,,,3.669056241051294e-06,
6,6599,,,2.835174086612824e-07,
6,6649,,,2.159628476050557e-09,
6,6699,,,3.3358832297381014e-05,
6,6726,,,,1.1333354450471234e-06
7,6749,,,2.63351944340684e-06,
7,6799,,,4.223949872539379e-06,
7,6849,,,8.678600352141075e-06,
7,6899,,,5.764508728134388e-07,
7,6949,,,4.377336608740734e-06,
7,6999,,,2.1570949684246443e-06,
7,7049,,,0.0003451225929893553,
7,7099,,,1.7631202354095876e-05,
7,7149,,,2.076549753837753e-05,
7,7199,,,0.0003960980975534767,
7,7249,,,0.0003528612433001399,
7,7299,,,0.0007324888720177114,
7,7349,,,5.6803364714141935e-06,
7,7399,,,2.5046506380022038e-06,
7,7449,,,1.7123551515396684e-05,
7,7499,,,4.124360202695243e-05,
7,7549,,,0.0003517711302265525,
7,7599,,,3.5375869629206136e-05,
7,7649,,,1.4148547506920295e-06,
7,7687,,,,3.252894131833273e-08
8,7699,,,8.207354653677612e-07,
8,7749,,,7.937452028272673e-05,
8,7799,,,2.5211566025973298e-06,
8,7849,,,8.358309599998393e-08,
8,7899,,,0.00011949572945013642,
8,7949,,,1.288339603888744e-06,
8,7999,,,1.883671075120219e-06,
8,8049,,,1.4062435127470962e-07,
8,8099,,,1.8047539640519972e-07,
8,8149,,,9.608297091290297e-08,
8,8199,,,2.4732671590754762e-06,
8,8249,,,1.4310217011370696e-07,
8,8299,,,7.186911261669593e-07,
8,8349,,,8.063556578008502e-08,
8,8399,,,1.2134559256082866e-05,
8,8449,,,6.490097916866944e-07,
8,8499,,,5.381304617912974e-06,
8,8549,,,3.582650242606178e-05,
8,8599,,,1.3406673815552494e-07,
8,8648,,,,1.2499563695200777e-07
9,8649,,,4.4483691453933716e-05,
9,8699,,,1.459838586015394e-06,
9,8749,,,2.5330658900202252e-05,
9,8799,,,0.0003562528872862458,
9,8849,,,3.500712409731932e-05,
9,8899,,,1.6705741927580675e-06,
9,8949,,,4.1645275814516935e-06,
9,8999,,,2.023319757427089e-05,
9,9049,,,8.658366823510733e-07,
9,9099,,,2.071426933980547e-06,
9,9149,,,9.514450539427344e-06,
9,9199,,,5.620192951028002e-07,
9,9249,,,1.5275408316028916e-07,
9,9299,,,2.747084727161564e-05,
9,9349,,,2.5254107640648726e-06,
9,9399,,,5.103930078576013e-08,
9,9449,,,2.1118817130627576e-06,
9,9499,,,3.301525066490285e-05,
9,9549,,,2.2570726798676333e-07,
9,9599,,,7.481942247977713e-07,
9,9609,,,,1.2066280419276154e-07
10,9649,,,2.9819861424584815e-07,
10,9699,,,5.45944260466058e-07,
10,9749,,,2.373351890128106e-06,
10,9799,,,2.7468612984193896e-07,
10,9849,,,2.2389435798686463e-06,
10,9899,,,1.2689661161857657e-06,
10,9949,,,1.0453162531121052e-06,
10,9999,,,2.78018596873153e-05,
10,10049,,,7.320035365410149e-06,
10,10099,,,3.818036475422559e-06,
10,10149,,,5.22273694514297e-07,
10,10199,,,4.4470331772572536e-07,
10,10249,,,1.526301639387384e-05,
10,10299,,,2.672664777492173e-06,
10,10349,,,4.2490393070693244e-07,
10,10399,,,1.9942273866035976e-05,
10,10449,,,5.773545694864879e-07,
10,10499,,,9.499369184595707e-07,
10,10549,,,3.261931880160773e-08,
10,10570,,,,1.8188660533269285e-07
11,10599,,,7.981502676557284e-06,
11,10649,,,7.765333066345192e-06,
11,10699,,,1.433327270206064e-06,
11,10749,,,3.0414839784498326e-06,
11,10799,,,1.9124589016428217e-05,
11,10849,,,3.777496203838382e-06,
11,10899,,,1.2320495443418622e-05,
11,10949,,,6.111730272095883e-06,
11,10999,,,1.9400386008783244e-06,
11,11049,,,8.0111362876778e-07,
11,11099,,,8.43512225401355e-07,
11,11149,,,1.7445978528485284e-07,
11,11199,,,1.013651029779794e-07,
11,11249,,,3.939288035326172e-06,
11,11299,,,2.963618862850126e-05,
11,11349,,,1.313238612965506e-06,
11,11399,,,4.968769189872546e-06,
11,11449,,,3.747818254851154e-06,
11,11499,,,2.3873424652265385e-05,
11,11531,,,,3.045778385057929e-06
12,11549,,,2.8428628411347745e-06,
12,11599,,,2.9619386623380706e-06,
12,11649,,,4.720212473330321e-06,
12,11699,,,2.4931225084401376e-07,
12,11749,,,2.6022379984169675e-07,
12,11799,,,2.099925723086926e-06,
12,11849,,,1.1803737152149552e-06,
12,11899,,,6.568976118614955e-07,
12,11949,,,1.130619011746603e-06,
12,11999,,,2.3244083990903164e-07,
12,12049,,,1.0919127362285508e-06,
12,12099,,,2.2986762360233115e-06,
12,12149,,,1.8543008195592847e-07,
12,12199,,,0.00039847733569331467,
12,12249,,,3.140720536976005e-07,
12,12299,,,5.458491159515688e-06,
12,12349,,,2.7489609237818513e-06,
12,12399,,,1.4244603335100692e-05,
12,12449,,,3.118173481198028e-05,
12,12492,,,,1.190844272969116e-06
13,12499,,,3.658342677681503e-07,
13,12549,,,4.038543011120055e-06,
13,12599,,,2.86343151856272e-06,
13,12649,,,0.00036827698932029307,
13,12699,,,3.4521515317464946e-06,
13,12749,,,3.942099091602813e-09,
13,12799,,,4.201678621029714e-06,
13,12849,,,3.417886205170362e-07,
13,12899,,,7.957302727845672e-08,
13,12949,,,3.342662182603817e-07,
13,12999,,,5.499077815329656e-07,
13,13049,,,2.712174818952917e-06,
13,13099,,,2.070710934276576e-06,
13,13149,,,0.0003726801951415837,
13,13199,,,6.426664640457602e-06,
13,13249,,,5.611772158076178e-10,
13,13299,,,3.16461046168115e-05,
13,13349,,,5.4407782954513095e-06,
13,13399,,,9.083900295081548e-06,
13,13449,,,1.1114179869764484e-05,
13,13453,,,,1.473545125918463e-07
14,13499,,,6.231498264241964e-05,
14,13549,,,3.782651219808031e-06,
14,13599,,,1.0341547351799818e-07,
14,13649,,,3.8292864701361395e-07,
14,13699,,,7.154956165322801e-06,
14,13749,,,4.937272933602799e-06,
14,13799,,,1.6817466530483216e-06,
14,13849,,,2.9968112357892096e-05,
14,13899,,,6.770158961444395e-06,
14,13949,,,3.875168275158103e-08,
14,13999,,,6.767688773834379e-07,
14,14049,,,3.001065670105163e-05,
14,14099,,,4.59635566585348e-06,
14,14149,,,2.7777554478802813e-08,
14,14199,,,3.230682523280848e-06,
14,14249,,,1.7095169368985808e-07,
14,14299,,,6.812207402617787e-07,
14,14349,,,5.055047950008884e-06,
14,14399,,,3.08753878925927e-05,
14,14414,,,,1.3064968698017765e-06
15,14449,,,4.204143237984681e-07,
15,14499,,,7.792651786076021e-07,
15,14549,,,1.1012497225237894e-06,
15,14599,,,9.803050033951877e-07,
15,14649,,,1.242324401573569e-06,
15,14699,,,1.8895806874752452e-07,
15,14749,,,9.91590968624223e-06,
15,14799,,,5.445933126679847e-08,
15,14849,,,3.154246223857626e-05,
15,14899,,,3.0113918910501525e-05,
15,14949,,,2.7524320103111677e-06,
15,14999,,,3.107311931671575e-05,
15,15049,,,3.038551949430257e-05,
15,15099,,,3.603675168051268e-06,
15,15149,,,5.543861192336408e-08,
15,15199,,,5.3139301599003375e-06,
15,15249,,,3.8898280763532966e-05,
15,15299,,,3.540603529472719e-06,
15,15349,,,2.796084118017461e-06,
15,15375,,,,2.746489826677134e-07
16,15399,,,3.879180439980701e-06,
16,15449,,,5.1318202167749405e-06,
16,15499,,,1.9402236262067163e-07,
16,15549,,,7.990002814040054e-06,
16,15599,,,9.491488526691683e-06,
16,15649,,,1.2585572903844877e-06,
16,15699,,,1.6447753381498842e-08,
16,15749,,,1.426963223138955e-07,
16,15799,,,3.240496153011918e-05,
16,15849,,,5.058191163698211e-06,
16,15899,,,3.0153680199873634e-05,
16,15949,,,2.9052738682366908e-05,
16,15999,,,2.970478089991957e-05,
16,16049,,,5.311718723532977e-06,
16,16099,,,1.3501483408617787e-05,
16,16149,,,1.992727675315109e-06,
16,16199,,,4.0820219737724983e-07,
16,16249,,,3.1205843697534874e-05,
16,16299,,,5.084310146230564e-07,
16,16336,,,,2.533570011564734e-07
17,16349,,,9.122114192905428e-07,
17,16399,,,2.2884805161993427e-07,
17,16449,,,8.078836231106834e-07,
17,16499,,,1.7086658772313967e-06,
17,16549,,,5.246010736925655e-09,
17,16599,,,3.164441659464501e-05,
17,16649,,,1.246707597601926e-06,
17,16699,,,2.8138326797488844e-06,
17,16749,,,4.08320147471386e-07,
17,16799,,,1.5523129377470468e-06,
17,16849,,,3.95527194996248e-06,
17,16899,,,3.914524704384803e-09,
17,16949,,,3.094072269504977e-07,
17,16999,,,1.899839929819791e-08,
17,17049,,,5.88205784879392e-06,
17,17099,,,7.729321623628493e-06,
17,17149,,,6.444280415962567e-07,
17,17199,,,3.0652681743958965e-05,
17,17249,,,2.6693356630858034e-05,
17,17297,,,,3.359317588547128e-07
18,17298,0.0010662982240319252,0.019864734262228012,,
