timestamp,timestamp,open,high,low,close,volume,quote_asset_volume,n_trades,taker_buy_base_volume,taker_buy_quote_volume
2025-03-11 18:37:00,1741718220.0,82523.89,82564.26,82467.02,82519.79,32.38898,2672892.8269126,4402.0,22.49167,1856116.1061302
2025-03-11 18:38:00,1741718280.0,82519.78,82556.64,82463.2,82533.25,13.84111,1142195.7859949,3991.0,6.9339,572185.3323423
2025-03-11 18:39:00,1741718340.0,82533.26,82599.01,82506.9,82587.8,11.02697,910314.1021132,3166.0,5.6981,470417.31157
2025-03-11 18:40:00,1741718400.0,82587.81,82638.19,82554.58,82638.19,18.97453,1567079.4472946,3436.0,12.94918,1069447.031237
2025-03-11 18:41:00,1741718460.0,82638.18,82750.0,82613.33,82730.03,25.78961,2132704.232172,4491.0,22.38539,1851183.3675413
2025-03-11 18:42:00,1741718520.0,82730.03,82785.71,82686.64,82715.12,40.75253,3371346.619531,5960.0,16.55389,1369324.8546033
2025-03-11 18:43:00,1741718580.0,82715.12,82918.12,82715.11,82908.32,57.94601,4800816.0503009,6013.0,43.48421,3602742.6740288
2025-03-11 18:44:00,1741718640.0,82908.32,82923.99,82837.57,82897.06,42.59725,3530712.9524736,5426.0,17.57408,1456657.9426301
2025-03-11 18:45:00,1741718700.0,82897.06,82976.6,82856.0,82969.01,34.80513,2885837.9283962,6964.0,19.74989,1637648.2139573
2025-03-11 18:46:00,1741718760.0,82968.83,83039.2,82955.32,83030.7,103.17629,8563685.487969,6419.0,87.72125,7280834.4525596
2025-03-11 18:47:00,1741718820.0,83030.7,83043.88,82949.6,83002.9,44.71026,3711022.5910851,7195.0,21.48989,1783801.1262738
2025-03-11 18:48:00,1741718880.0,83000.81,83042.01,82958.29,83036.45,32.97507,2737034.5069692,4886.0,22.56614,1873073.8527785
2025-03-11 18:49:00,1741718940.0,83036.44,83060.54,83009.47,83058.26,30.26458,2513249.0115988,4307.0,16.86428,1400466.7234019
2025-03-11 18:50:00,1741719000.0,83058.26,83060.54,82960.0,83042.82,30.57033,2537889.0923991,6968.0,10.99928,913211.5425142
2025-03-11 18:51:00,1741719060.0,83042.82,83281.03,83008.52,83250.73,77.14261,6416015.6205546,10235.0,53.78557,4473402.1903324
2025-03-11 18:52:00,1741719120.0,83250.73,83434.27,83250.72,83426.38,344.96874,28761950.11794,9574.0,101.18361,8433885.1703971
2025-03-11 18:53:00,1741719180.0,83426.37,83470.01,83401.06,83415.32,79.21576,6609975.6583855,7278.0,31.39146,2619385.747106
2025-03-11 18:54:00,1741719240.0,83415.33,83470.0,83314.08,83349.31,71.47319,5961751.816957,7138.0,25.95963,2165496.6294653
2025-03-11 18:55:00,1741719300.0,83349.31,83349.32,83243.9,83286.25,40.20364,3348162.0516412,6735.0,20.81107,1732994.3483648
2025-03-11 18:56:00,1741719360.0,83286.25,83304.44,83167.6,83184.31,43.13951,3590031.5140272,5843.0,23.1033,1922543.7191273
2025-03-11 18:57:00,1741719420.0,83184.49,83279.64,83168.47,83277.34,28.23366,2349376.6451154,4730.0,12.83567,1068056.7241243
2025-03-11 18:58:00,1741719480.0,83277.34,83288.93,83178.9,83198.22,25.59127,2129966.5869599,4530.0,5.75261,478887.2831264
2025-03-11 18:59:00,1741719540.0,83198.21,83296.37,83178.9,83280.94,19.778,1646505.533982,4150.0,10.52581,876311.3405138
2025-03-11 19:00:00,1741719600.0,83280.95,83403.73,83242.13,83327.22,45.52747,3794001.1536455,6059.0,20.82992,1735834.6479995
2025-03-11 19:01:00,1741719660.0,83327.22,83338.47,83282.84,83301.93,20.18703,1681718.1241563,5027.0,9.78054,814788.1175298
2025-03-11 19:02:00,1741719720.0,83301.94,83301.94,83066.0,83079.5,48.99367,4076378.8867684,5069.0,6.68855,556132.3614287
2025-03-11 19:03:00,1741719780.0,83079.5,83122.14,83018.93,83040.98,42.78052,3552849.6538481,5604.0,13.0764,1085901.6377456
2025-03-11 19:04:00,1741719840.0,83041.06,83200.58,83041.06,83200.58,11.71634,974032.0546165,4492.0,7.96448,662130.9974636
2025-03-11 19:05:00,1741719900.0,83200.58,83302.85,83163.44,83188.25,19.4593,1619422.0718125,6144.0,12.32712,1025807.4129516
2025-03-11 19:06:00,1741719960.0,83188.25,83335.98,83188.25,83335.98,40.61543,3381693.3732197,4807.0,16.56706,1379581.8022705
2025-03-11 19:07:00,1741720020.0,83335.98,83566.0,83312.01,83522.9,127.20616,10618113.0274543,8722.0,104.60244,8732055.4971108
2025-03-11 19:08:00,1741720080.0,83522.89,83617.4,83391.2,83391.21,87.88962,7344236.8811424,8597.0,64.83757,5418927.835967
2025-03-11 19:09:00,1741720140.0,83391.21,83391.21,83265.75,83269.45,20.29054,1690476.7104777,5157.0,13.15274,1095794.9592503
2025-03-11 19:10:00,1741720200.0,83269.46,83274.38,83090.54,83154.26,35.9834,2993185.27139,6390.0,9.90823,824293.3403395
2025-03-11 19:11:00,1741720260.0,83154.25,83179.39,83062.68,83106.97,22.45334,1866474.2237968,4805.0,10.22716,850269.1865662
2025-03-11 19:12:00,1741720320.0,83106.97,83149.97,83073.58,83077.89,22.45553,1866124.129061,3853.0,5.06643,421052.5815215
2025-03-11 19:13:00,1741720380.0,83077.89,83188.78,83026.48,83182.4,22.35552,1857583.791984,4273.0,12.28667,1020876.9590264
2025-03-11 19:14:00,1741720440.0,83182.41,83190.15,83065.38,83084.57,16.83268,1399344.4894766,3460.0,3.6205,300926.9705236
2025-03-11 19:15:00,1741720500.0,83084.57,83084.57,82931.95,82981.48,45.09937,3742065.0441889,5825.0,8.45334,701380.4395154
2025-03-11 19:16:00,1741720560.0,82981.49,82981.49,82909.1,82976.83,23.06913,1913627.976499,3678.0,6.794,563481.8820896
2025-03-11 19:17:00,1741720620.0,82976.84,83014.77,82936.8,83014.77,18.45665,1531466.8973896,3859.0,7.98392,662507.3054634
2025-03-11 19:18:00,1741720680.0,83015.7,83021.63,82846.31,82928.98,16.02814,1328860.4374249,5028.0,5.0118,415541.4787216
2025-03-11 19:19:00,1741720740.0,82928.98,83005.93,82928.26,82989.63,14.46351,1199967.9826928,3485.0,7.61352,631640.1624724
2025-03-11 19:20:00,1741720800.0,82989.63,83100.65,82958.68,83100.65,25.91357,2151763.0538758,5427.0,17.0031,1411993.7134941
2025-03-11 19:21:00,1741720860.0,83100.65,83143.16,83024.08,83143.16,11.6054,964124.7188123,5371.0,3.62936,301523.6589727
2025-03-11 19:22:00,1741720920.0,83143.99,83166.38,83111.59,83118.52,31.35828,2607172.3603006,4912.0,8.08474,672195.547864
2025-03-11 19:23:00,1741720980.0,83115.93,83233.34,83053.25,83053.25,16.35279,1359718.7016981,5767.0,7.83616,651650.917443
2025-03-11 19:24:00,1741721040.0,83053.26,83057.58,82880.79,82903.54,17.43682,1446703.759993,4952.0,5.43898,451211.3803404
2025-03-11 19:25:00,1741721100.0,82903.22,83023.49,82878.21,83023.49,13.24355,1098549.887129,2884.0,6.98426,579366.7060947
2025-03-11 19:26:00,1741721160.0,83023.48,83149.92,83023.48,83067.13,16.62734,1381669.7547919,3817.0,9.19191,763735.710377
2025-03-11 19:27:00,1741721220.0,83067.14,83191.54,83067.13,83152.5,17.41219,1447776.3587,3743.0,10.17133,845650.7260381
2025-03-11 19:28:00,1741721280.0,83152.5,83240.25,83152.5,83219.51,19.57779,1629156.1709675,3766.0,7.71405,641826.5687511
2025-03-11 19:29:00,1741721340.0,83219.51,83245.83,83170.55,83183.53,10.71889,891881.364925,3706.0,4.33575,360745.185718
2025-03-11 19:30:00,1741721400.0,83183.54,83236.0,83139.37,83206.02,10.86141,903636.5210359,4873.0,5.0229,417917.5845315
2025-03-11 19:31:00,1741721460.0,83206.02,83380.95,83206.01,83323.56,29.43011,2452022.5981174,5463.0,9.4689,788829.544391
2025-03-11 19:32:00,1741721520.0,83323.57,83434.65,83319.76,83423.82,12.57788,1048840.3573232,4048.0,8.37021,697934.4452827
2025-03-11 19:33:00,1741721580.0,83423.83,83477.44,83385.81,83449.99,20.91852,1744967.3121688,4638.0,11.71316,977126.7710225
2025-03-11 19:34:00,1741721640.0,83449.99,83484.07,83305.61,83320.0,17.5976,1468131.6787199,3943.0,8.18277,682824.4855589
2025-03-11 19:35:00,1741721700.0,83319.99,83339.63,83280.21,83320.19,18.70173,1557971.0364975,3230.0,9.53786,794548.5888033
2025-03-11 19:36:00,1741721760.0,83320.19,83339.62,83159.64,83193.95,35.40281,2945811.322274,5499.0,8.43104,701557.579043
2025-03-11 19:37:00,1741721820.0,83193.95,83327.6,83177.52,83327.59,21.61639,1799209.6695836,3503.0,16.37009,1362611.4830866
2025-03-11 19:38:00,1741721880.0,83327.6,83369.33,83279.0,83322.28,17.02861,1419190.106652,3738.0,5.03164,419327.5841293
2025-03-11 19:39:00,1741721940.0,83322.29,83330.72,83215.18,83286.47,57.39224,4778671.998806,3627.0,6.85271,570516.7090606
2025-03-11 19:40:00,1741722000.0,83286.48,83298.37,83203.41,83298.37,16.68078,1388735.8712883,3454.0,8.22308,684574.3467042
2025-03-11 19:41:00,1741722060.0,83298.36,83298.37,83202.05,83229.84,18.83664,1567795.4926622,3598.0,4.4898,373666.1340117
2025-03-11 19:42:00,1741722120.0,83229.85,83404.99,83229.85,83388.79,15.43096,1285909.7431995,3716.0,12.54937,1045732.5541779
2025-03-11 19:43:00,1741722180.0,83388.79,83388.79,83257.7,83299.74,12.36297,1030067.2417667,3575.0,5.30665,442064.866563
2025-03-11 19:44:00,1741722240.0,83299.74,83350.0,83294.69,83349.95,9.03592,752936.5801998,2683.0,5.28298,440194.8485995
2025-03-11 19:45:00,1741722300.0,83349.99,83386.8,83189.4,83189.42,18.84416,1569932.7519222,3243.0,3.07643,256294.3377753
2025-03-11 19:46:00,1741722360.0,83189.42,83250.99,83159.64,83200.54,10.83126,901263.7185764,3118.0,5.3997,449304.5343244
2025-03-11 19:47:00,1741722420.0,83200.53,83233.5,83170.26,83227.15,9.92343,825580.9588161,1977.0,5.12949,426741.8190248
2025-03-11 19:48:00,1741722480.0,83227.16,83300.72,83227.15,83300.71,11.67396,972152.9777173,3637.0,6.86163,571379.3490564
2025-03-11 19:49:00,1741722540.0,83300.72,83401.02,83300.71,83370.23,27.50975,2293456.755549,3102.0,17.82864,1486365.7238379
2025-03-11 19:50:00,1741722600.0,83370.22,83370.22,83244.01,83254.86,36.2044,3016340.4143967,4336.0,15.74074,1311322.0125652
2025-03-11 19:51:00,1741722660.0,83254.87,83254.87,83124.75,83160.63,18.11622,1506664.8272826,2872.0,4.41707,367319.0592752
2025-03-11 19:52:00,1741722720.0,83160.78,83160.78,83043.64,83110.01,37.35452,3103144.7291614,3727.0,11.47796,953428.6918525
2025-03-11 19:53:00,1741722780.0,83110.01,83114.44,83037.28,83077.67,20.1291,1672111.8842411,3279.0,8.94038,742717.4156563
2025-03-11 19:54:00,1741722840.0,83077.67,83195.49,83056.61,83134.72,44.31935,3685494.7681569,3612.0,34.25331,2848315.426216
2025-03-11 19:55:00,1741722900.0,83134.73,83159.43,83007.2,83011.21,20.65562,1716582.3390398,2443.0,7.63735,634814.2069333
2025-03-11 19:56:00,1741722960.0,83011.2,83018.68,82954.32,82954.33,17.90644,1485795.9593496,1935.0,4.74687,393832.2350528
2025-03-11 19:57:00,1741723020.0,82954.33,83037.5,82954.32,83037.5,11.96069,992589.2259689,1365.0,6.77625,562325.6193105
2025-03-11 19:58:00,1741723080.0,83037.5,83085.99,83022.01,83036.67,14.37211,1193617.6257111,2092.0,8.2422,684474.9349961
2025-03-11 19:59:00,1741723140.0,83036.67,83226.5,83003.98,83104.01,53.60706,4456796.4158507,6833.0,25.02874,2080327.2861447
2025-03-11 20:00:00,1741723200.0,83104.01,83170.38,83100.51,83114.64,19.29146,1603702.1229347,5519.0,6.47226,538052.3312575
2025-03-11 20:01:00,1741723260.0,83114.63,83123.32,82956.14,83010.04,16.79125,1394048.2009258,5211.0,3.63235,301551.6101413
2025-03-11 20:02:00,1741723320.0,83010.04,83125.31,83010.04,83083.0,17.79735,1478939.2143882,3973.0,4.91782,408572.0957627
2025-03-11 20:03:00,1741723380.0,83083.0,83091.32,82987.88,83030.49,9.83757,816927.014338,2400.0,2.5392,210814.6941146
2025-03-11 20:04:00,1741723440.0,83030.49,83083.02,83030.48,83051.53,5.47731,455004.3154187,2872.0,1.52661,126803.7674942
2025-03-11 20:05:00,1741723500.0,83051.54,83082.72,83011.95,83082.71,3.75025,311462.8916996,3565.0,2.02138,167877.3037176
2025-03-11 20:06:00,1741723560.0,83082.71,83162.8,83082.71,83107.02,10.39275,863883.3308018,3555.0,5.22025,433893.6366859
2025-03-11 20:07:00,1741723620.0,83107.02,83109.09,83044.33,83046.42,5.86394,487156.1617828,2158.0,2.1581,179265.4641181
2025-03-11 20:08:00,1741723680.0,83046.42,83088.67,82991.62,83007.51,21.04685,1747646.8234056,3909.0,3.23837,268879.416593
