epoch,step,test_loss,test_mae,train_loss,val_loss
0,49,,,6.855626998003572e-05,
0,99,,,2.6992138373316266e-05,
0,149,,,1.8348284356761724e-05,
0,199,,,2.01484053832246e-05,
0,249,,,2.005692476814147e-05,
0,299,,,1.3634574315801729e-05,
0,349,,,9.051957931660581e-06,
0,399,,,1.1107404134236276e-05,
0,449,,,1.3606330867332872e-05,
0,499,,,6.24702443019487e-06,
0,549,,,9.106495781452395e-06,
0,599,,,1.0184118764300365e-05,
0,649,,,6.173829660838237e-06,
0,699,,,5.387861619965406e-06,
0,749,,,6.717591986671323e-06,
0,799,,,4.8609485929773655e-06,
0,849,,,3.6501778595265932e-06,
0,899,,,5.752823199145496e-06,
0,949,,,2.568152694948367e-06,
0,999,,,3.3638880267972127e-06,
0,1049,,,2.348037469346309e-06,
0,1099,,,1.3720768947678152e-06,
0,1149,,,1.3538847269956023e-06,
0,1199,,,1.1619408724072855e-06,
0,1249,,,1.0337473668187158e-06,
0,1299,,,1.0717360510170693e-06,
0,1321,,,,7.1746906193936866e-09
1,1349,,,6.260470399865881e-07,
1,1399,,,5.801716156383918e-07,
1,1449,,,5.535965783565189e-07,
1,1499,,,3.79251559934346e-07,
1,1549,,,4.2987016968254466e-07,
1,1599,,,3.3686342248984147e-07,
1,1649,,,2.4104662088575424e-07,
1,1699,,,2.2707266111865465e-07,
1,1749,,,8.341100254938283e-08,
1,1799,,,5.146796411281684e-07,
1,1849,,,6.711411515425425e-08,
1,1899,,,7.971858622113359e-07,
1,1949,,,4.169225746863958e-07,
1,1999,,,2.7128486124183837e-08,
1,2049,,,5.948713521775062e-08,
1,2099,,,1.0594187749290995e-08,
1,2149,,,1.0127588545572053e-08,
1,2199,,,3.9937880558227334e-08,
1,2249,,,4.1763847491438355e-08,
1,2299,,,1.8532180945385335e-07,
1,2349,,,2.978855384583312e-09,
1,2399,,,1.5665297947720092e-09,
1,2449,,,1.9912651794129488e-07,
1,2499,,,4.444600776309926e-08,
1,2549,,,4.0649209154253185e-07,
1,2599,,,8.054059641438016e-10,
1,2643,,,,1.157978227195322e-10
2,2649,,,8.067134737999027e-10,
2,2699,,,4.6082053728468964e-08,
2,2749,,,3.9195149903470394e-10,
2,2799,,,5.046459916613344e-10,
2,2849,,,2.8691554687654275e-10,
2,2899,,,1.3184930924836635e-09,
2,2949,,,5.2404910633185864e-08,
2,2999,,,3.880200882822038e-10,
2,3049,,,1.7102758098630488e-09,
2,3099,,,2.016242284241798e-09,
2,3149,,,8.681471652671746e-10,
2,3199,,,5.500254141033167e-10,
2,3249,,,1.883298494931296e-08,
2,3299,,,1.5900604921625927e-06,
2,3349,,,7.138944102536016e-09,
2,3399,,,1.987039199846663e-09,
2,3449,,,1.794779325159368e-09,
2,3499,,,5.716205841999056e-10,
2,3549,,,7.387574996187141e-09,
2,3599,,,9.869951078655959e-09,
2,3649,,,2.4022239752952146e-10,
2,3699,,,3.6101777567409954e-08,
2,3749,,,3.039863916143304e-09,
2,3799,,,3.087809119506346e-09,
2,3849,,,1.6353854381812027e-10,
2,3899,,,1.382317482701012e-09,
2,3949,,,3.372607579876785e-07,
2,3965,,,,5.733545929698103e-11
3,3999,,,1.732813226240637e-09,
3,4049,,,1.5258540315699065e-06,
3,4099,,,3.770229684008086e-10,
3,4149,,,3.57806442252695e-08,
3,4199,,,3.665600711855177e-09,
3,4249,,,6.420882669999628e-08,
3,4299,,,8.335658208125096e-08,
3,4349,,,6.174698086169883e-09,
3,4399,,,1.8510919463921027e-09,
3,4449,,,1.4377079970984141e-08,
3,4499,,,3.513203239435825e-08,
3,4549,,,5.153758309006662e-09,
3,4599,,,4.219338212152479e-09,
3,4649,,,1.0654128246301298e-08,
3,4699,,,1.3630485629079203e-09,
3,4749,,,4.1964405284034e-08,
3,4799,,,7.81613773703782e-10,
3,4849,,,4.1950059426199005e-08,
3,4899,,,5.290979174787935e-07,
3,4949,,,4.9740439322931707e-08,
3,4999,,,3.0414903928743797e-09,
3,5049,,,5.018256388211739e-08,
3,5099,,,3.291892625156834e-08,
3,5149,,,1.7934371765448986e-09,
3,5199,,,8.028668396775629e-09,
3,5249,,,3.316012850973493e-07,
3,5287,,,,2.1048867093753643e-09
4,5299,,,5.802255031994719e-07,
4,5349,,,1.1868876992338073e-09,
4,5399,,,1.3577106106055226e-09,
4,5449,,,3.234734480273005e-09,
4,5499,,,1.4743263276884022e-09,
4,5549,,,4.337873171778028e-09,
4,5599,,,5.580255146853119e-10,
4,5649,,,1.8028926263014e-07,
4,5699,,,2.998062909043142e-09,
4,5749,,,1.1246890085914174e-09,
4,5799,,,2.1061974386782367e-09,
4,5849,,,5.8496034682775644e-08,
4,5899,,,1.68808822476052e-09,
4,5949,,,7.46630135495252e-09,
4,5999,,,3.057692432584247e-10,
4,6049,,,9.039897302942634e-11,
4,6099,,,1.5163582889332616e-10,
4,6149,,,2.1656709758843817e-09,
4,6199,,,2.8354802950047997e-08,
4,6249,,,6.147513431642437e-08,
4,6299,,,9.253347421633862e-09,
4,6349,,,9.196215344786651e-09,
4,6399,,,4.261070607469719e-09,
4,6449,,,3.237873746897435e-09,
4,6499,,,1.199853966182829e-10,
4,6549,,,8.017752683997514e-09,
4,6599,,,1.9268351358903146e-09,
4,6609,,,,3.0839039655283784e-10
5,6649,,,2.9284587199640555e-08,
5,6699,,,8.10007755314146e-11,
5,6749,,,2.6613020676080623e-09,
5,6799,,,1.4234525558265432e-08,
5,6849,,,6.183915246538163e-08,
5,6899,,,3.433726081247812e-10,
5,6949,,,2.9318854899429425e-08,
5,6999,,,2.344117788766198e-09,
5,7049,,,4.035607403807262e-09,
5,7099,,,5.392717827845672e-09,
5,7149,,,5.696211280437069e-10,
5,7199,,,2.8063151802371067e-09,
5,7249,,,2.628995332543127e-07,
5,7299,,,7.822262659828993e-08,
5,7349,,,1.3767369466677337e-07,
5,7399,,,6.173440425527588e-09,
5,7449,,,2.1488160140137325e-09,
5,7499,,,6.069142521880622e-09,
5,7549,,,1.015374717638906e-08,
5,7599,,,2.6080833048780505e-09,
5,7649,,,8.624238212462387e-09,
5,7699,,,4.139542113534844e-07,
5,7749,,,5.899239985396321e-10,
5,7799,,,1.7335799462614432e-10,
